id	US-1421005	US-1421094	US-1421095	US-1420999	US-1421000	US-1421010	US-1421096	US-1421097	US-1421098	US-1421001	US-1421002	US-1421004
ENSG00000243802	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134574	73	69	115	106	158	97	62	41	58	83	98	96
ENSG00000256897	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134575	203	202	323	208	208	202	173	106	151	229	237	223
ENSG00000025434	117	130	179	111	111	92	98	95	82	136	139	128
ENSG00000110514	63	70	127	113	115	118	83	66	64	139	140	128
ENSG00000256746	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134571	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000066336	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000255197	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000264583	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165915	34	26	45	56	62	46	41	31	23	72	53	60
ENSG00000165916	166	189	268	229	241	206	164	136	174	311	232	250
ENSG00000165917	3	3	2	2	4	1	1	2	1	4	4	2
ENSG00000149187	675.0001221	568.0001221	887	743.9998779	774	793	557.0001221	397	539	899	900	950
ENSG00000265467	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270072	1	1	3	2	0	1	0	0	0	4	0	2
ENSG00000265559	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000213619	101.2567978	109.9511032	226	145	163.4019012	143.5941925	93.93599701	67	83.94599915	146.9082947	158.5274048	124
ENSG00000110536	50.74319839	68.04889679	121	91	89.59809875	88.40579987	59.06399918	43	59.05400085	125.0916977	113.4726028	111
ENSG00000123444	21	50	77	51	54	53	43	33	43	64	76	65
ENSG00000200376	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231880	0	0	0	1	0	0	1	0	1	1	3	0
ENSG00000196666	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172247	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000109919	872	897.9998779	1487	892	978	1033	683.0001221	531	668	1154	1104	1139
ENSG00000165923	24	11	32	35	22	45	18	17	12	22	17	23
ENSG00000109920	241	160	282	310	357	375	204	148	197	360	409	384
ENSG00000200090	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000030066	78	100	160	93	114	108	93	60	97	110	136	138
ENSG00000271543	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252941	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252874	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271557	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254780	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000149177	371	431	691	358	414	385	345	285	352	421	516	492
ENSG00000254879	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263693	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175619	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255514	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172208	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176567	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176555	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176547	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197161	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176540	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182565	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184789	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254925	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255215	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237388	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255113	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255304	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254832	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255534	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213607	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255297	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254674	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255053	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255551	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254728	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254920	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255527	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249910	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254517	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220948	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254764	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205044	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182053	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214891	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276637	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254801	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229361	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255452	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254412	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255338	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254993	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254567	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000086205	100.0659027	101.648201	169.915802	52.80130005	50.61600113	54.08039856	85.63800049	59.13980103	51.46099854	44.13779831	50.29560089	47.39049911
ENSG00000255532	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000123447	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254496	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226268	35.72119904	71.11650085	72.45600128	92.39800262	57.7132988	81.37180328	47.20970154	46.79140091	30.5720005	56.12540054	74.60240173	85.04460144
ENSG00000205035	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254487	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255268	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000219061	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265973	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254714	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255550	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255214	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255190	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254800	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255111	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254408	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254472	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254637	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254940	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254624	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258817	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221954	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260811	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260595	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255199	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255442	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236919	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255500	3.207099915	2.105700016	3.232800007	0	1.043300033	1.022199988	2.189899921	2.155800104	3.201100111	5.364600182	3.097100019	1.033300042
ENSG00000255042	0	0	0	0	1.049200058	0	0	0	0	0	0	0
ENSG00000255001	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254518	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254840	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214883	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237610	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185926	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255312	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255560	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254769	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254464	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227547	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225997	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255349	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221840	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255078	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264637	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000150244	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255543	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255283	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255110	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254696	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166007	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254828	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254663	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254723	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181961	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181958	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254891	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255077	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255493	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254886	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255196	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181950	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255294	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254962	0	0	0	1	0	2.056499958	0	0	1	1	0	1
ENSG00000181943	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254576	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233301	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181939	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181935	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172188	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181927	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174982	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181903	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254841	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188439	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254804	0	1	0	0	0	0	0	0	0	3	0	0
ENSG00000254457	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186886	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181837	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198877	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255019	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186113	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186117	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186119	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205030	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205029	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186124	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255204	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255499	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254547	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000124900	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227806	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187612	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167825	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255416	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254807	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174970	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214880	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000149133	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182365	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181785	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184741	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181780	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225538	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172154	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254524	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181767	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255140	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181761	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254848	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167822	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254947	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181752	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255217	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174957	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230213	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213604	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254658	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181718	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172489	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181698	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181693	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255461	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181689	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254722	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255134	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000150261	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242208	2.015799999	4.034399986	4.014500141	3.014699936	4.01760006	3.015599966	3.022799969	7.046500206	2.003299952	2.011499882	2.01060009	5.04640007
ENSG00000172487	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172199	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254903	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255466	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272987	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181395	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174942	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230416	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000150269	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174937	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254752	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181371	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254411	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254490	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254660	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254603	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185701	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255223	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254834	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166693	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255012	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255172	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197866	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254795	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172464	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172459	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232511	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238041	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174914	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254953	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181325	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172457	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274770	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254825	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000181296	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255485	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205025	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241356	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255433	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274150	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181282	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181273	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255083	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273228	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224196	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272676	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273255	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183908	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134817	0	1	0	1	0	0	0	0	0	0	0	0
ENSG00000149115	285	192	334	451	420	381	255	159	233	461	436	461
ENSG00000254662	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000149136	113	127	236	139	160	163	107	107	107	182	166	201
ENSG00000109991	1	2	2	1	0	1	2	0	2	0	1	0
ENSG00000266018	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000156575	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186652	2.316099882	0	7.51E-35	1.843299985	2.80E-13	4.16E-12	0	2	0	2.11E-17	8.42E-09	0
ENSG00000254979	6.14470005	2.410700083	14.78619957	13.63090038	6.244299889	16.16819954	1.260100007	2.233500004	0	20.21619987	8.243100166	9.025899887
ENSG00000134802	224.5391998	246.5892944	404.2137146	328.5257874	334.7557068	327.8317871	204.7398987	119.7665024	172	356.7838135	317.756897	363.9740906
ENSG00000252070	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222998	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186907	31	21	36	44	39	46	25	16	15	48	56	46
ENSG00000255301	1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000149150	190	205	352	185	170	136	175	138	166	201	210	198
ENSG00000265566	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134809	34	33	49	47	29	18	28	23	26	31	41	41
ENSG00000214872	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000156587	62	80	136	93	107	94	56	46	86	102	104	96
ENSG00000240371	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000149131	1096.999878	903	1328	801.0001221	780	864	802	626.9998779	734.9998779	732.0001221	766.9998779	731
ENSG00000254602	1	0	0	1.014099956	1	3	1	0	2	2	2	1
ENSG00000208009	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166793	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172409	18	27	66	40	49	35	20	20	26	53	63	55
ENSG00000156599	305	313	542	429	434	454	291	202	246	462	474	516
ENSG00000156603	11	12	26	24	21	18	19	15	10	25	29	32
ENSG00000213593	190	294	472	277	302	269	192	135	204	372	379	387
ENSG00000254462	6.67E-43	0	0	0	0	1.10E-30	0	1.40E-45	0	0	0	0
ENSG00000213592	4	0	5	1	3	0	1.00090003	0	5.31619978	1.000499964	4.001999855	6.376699924
ENSG00000211450	67	84	151	116	128	82	96	60	80	128	144	137
ENSG00000254732	0	0	0	0	0	9.17E-38	0	3.15E-39	0	0	0	0
ENSG00000233436	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000198561	913.0001221	928.9998779	1390.000122	1187.000122	1239.999878	1352.000122	755	531	763.0001221	1257	1242.999878	1283.000122
ENSG00000255303	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255266	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180714	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254749	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254601	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186509	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200817	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172381	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236541	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255146	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254853	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255131	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272685	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172377	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186508	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272569	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186513	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197887	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000172774	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180475	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254589	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000172772	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272900	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255218	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255431	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255096	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255333	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197786	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233499	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273408	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172769	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172365	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172362	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255299	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198283	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000110031	20	17	32	20	25	33	19	12	19	25	21	22
ENSG00000186660	441.8052063	465.5862122	719.3051758	601.9926758	636.9412231	653.7346802	319.6813965	260.1087952	378.9997864	696	744.6439819	806.3579712
ENSG00000255073	7.166800022	5.116099834	8.113300323	0.0104	4.76240015	16.91160011	26.62360001	24.65460014	1.00E-04	3.82E-09	19.83090019	6.7354002
ENSG00000269570	0	0	2	1	0	1	1	0	1	4	0	2
ENSG00000242689	8.027899742	2.297699928	9.581500053	10.9968996	9.296500206	22.35359955	3.695100069	2.236700058	2	20	13.52499962	9.906700134
ENSG00000149124	368	339	633.9998779	287	288	323	252	198	250	304	320	336
ENSG00000265783	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197254	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000254926	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255265	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000156689	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254717	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166840	1023	1079	1961	1436	1732.000122	1769.000122	666.9998779	578	691.0001221	1641	1616	1613.000122
ENSG00000255523	1	0	0	0	0	0	0	0	1	0	0	0
ENSG00000255240	4	1	3	7	5	7	5	1	3	5	4	7
ENSG00000254877	0	0	3	0	3	4	0	0	0	0	0	0
ENSG00000255189	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254786	3	1	4	3	8	3	0	0	2	3	4	2
ENSG00000254399	9	9.900300026	14.62049961	38.33919907	27.50489998	70.83630371	6	8.80700016	3	33.16049957	45.96730042	32.88909912
ENSG00000255151	2	1.099699974	4.379499912	7.66079998	7.495100021	8.163700104	0	2.193000078	1	17.83950043	14.03269958	10.11089993
ENSG00000189057	1	1	3	0	0	0	2	2	1	1	2	2
ENSG00000245571	10	6	15	5	10	12	3	5	5	8	7	5
ENSG00000255381	0	0	1	0	0	0	0	1	1	0	0	1
ENSG00000166801	113	86	198	115	136	159	107	88	109	130	161	190
ENSG00000110042	163	167	320	210	253	206	155	94	129	272	240	259
ENSG00000197629	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000263999	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225802	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254799	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214797	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254704	2	0	0	1	0	0	1	0	0	0	0	0
ENSG00000263944	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235678	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255386	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176495	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000198261	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172324	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172320	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166884	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254640	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254466	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204989	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176200	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172742	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254770	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255008	0	2	0	0	0	1	0	0	0	0	0	0
ENSG00000110048	504	460	828	523	578	600	308	288	381	602	630	622
ENSG00000264559	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255139	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166889	151	126	145	179.9674072	194	217	140	86	128	248	216	217
ENSG00000255355	0	0	1	0	0	0	1	0	0	0	1	0
ENSG00000223223	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172289	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166900	110	113	226	233	275	277	136	86	156	316	369	347
ENSG00000254403	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254743	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255538	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254477	0	0	1	0	1	7	0	0	2	0	0	1
ENSG00000234964	0	0	0	0.81400001	0.091899998	0	0	0	0	0	0	0
ENSG00000166902	136	143	237	135	119	150	94	86	104	112	117	117
ENSG00000134812	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134827	0	0	0	0	0	0	0	0	0	0	7	0
ENSG00000270929	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214788	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255393	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000149507	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000149516	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255331	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000149534	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254952	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000110077	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214787	0	0	0	2	1	1	0	0	0	0	0	0
ENSG00000275344	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000110079	0	0	1	0	0	0	0	0	0	0	0	0
